user_id,course_id,rating,timestamp
u000004,c008605,1.0,2025-10-10 12:50:45.980112
u000004,c008589,1.0,2025-10-22 17:46:21.275763
u000005,c008798,1.0,2024-11-14 18:06:56.478087
u000005,c006482,1.0,2025-04-16 01:39:29.739161
u000005,c006259,1.0,2025-05-15 21:53:02.811323
u000005,c009398,1.0,2025-09-04 11:06:40.048374
u000006,c009304,1.0,2024-11-20 12:31:40.298553
u000006,c007511,1.0,2025-03-02 14:55:50.051038
u000006,c009413,1.0,2025-03-22 06:04:23.070867
u000006,c009466,1.0,2025-05-28 09:18:05.401711
u000006,c006440,1.0,2025-08-28 21:04:36.350001
u000006,c009002,1.0,2025-09-05 17:45:07.266405
u000007,c009298,1.0,2025-03-02 04:19:56.505517
u000007,c007480,1.0,2025-05-15 05:59:35.180128
u000007,c007969,1.0,2025-08-07 02:36:00.428575
u000007,c008347,1.0,2025-09-28 00:08:09.919326
u000007,c007195,1.0,2025-09-28 23:23:11.156493
u000008,c007883,1.0,2024-12-21 16:09:12.083510
u000008,c009253,1.0,2025-02-02 19:41:45.980360
u000008,c008982,1.0,2025-10-14 19:16:37.442214
u000009,c008682,1.0,2024-11-15 22:33:46.847338
u000009,c009258,1.0,2024-12-15 12:27:18.451665
u000009,c008681,1.0,2024-12-28 02:10:07.459989
u000009,c008867,1.0,2025-02-19 10:03:46.137933
u000009,c009090,1.0,2025-04-08 20:14:07.100940
u000009,c008477,1.0,2025-05-28 12:19:43.389800
u000009,c009091,1.0,2025-06-12 10:07:35.885780
u000009,c009462,1.0,2025-06-26 06:24:57.048956
u000009,c009222,1.0,2025-07-06 19:29:03.740693
u000009,c009340,1.0,2025-10-10 10:06:56.553765
u000009,c009103,1.0,2025-10-13 10:04:38.243365
u000009,c008528,1.0,2025-10-21 16:03:12.961214
u000009,c006686,1.0,2025-10-25 12:59:07.508328
u000010,c008621,1.0,2024-11-14 14:03:01.770167
u000010,c007207,1.0,2024-11-26 08:25:10.554312
u000010,c007285,1.0,2024-11-27 02:03:27.550385
u000010,c007349,1.0,2024-12-19 00:29:12.574732
u000010,c006030,1.0,2024-12-29 09:06:43.205159
u000010,c007517,1.0,2025-01-01 22:26:49.957758
u000010,c007518,1.0,2025-01-06 06:51:06.335161
u000010,c009212,1.0,2025-01-09 14:39:11.354414
u000010,c007761,1.0,2025-02-18 18:56:30.443590
u000010,c008643,1.0,2025-02-28 03:19:32.203851
u000010,c009321,1.0,2025-06-10 15:12:49.311857
u000010,c006237,1.0,2025-10-09 00:29:42.747345
u000011,c006111,1.0,2024-12-25 23:28:16.371498
u000011,c006378,1.0,2025-05-21 12:44:59.508626
u000011,c008597,1.0,2025-06-29 08:56:50.518777
u000011,c009174,1.0,2025-08-18 04:48:06.964957
u000011,c008512,1.0,2025-08-18 09:01:01.652746
u000011,c009232,1.0,2025-08-26 14:32:26.087289
u000011,c008553,1.0,2025-09-10 18:30:37.600568
u000011,c008849,1.0,2025-10-02 08:02:07.473882
u000011,c009231,1.0,2025-10-30 09:49:58.909960
u000012,c008761,1.0,2025-01-19 17:51:29.175794
u000012,c009513,1.0,2025-02-20 01:02:13.375839
u000012,c008779,1.0,2025-05-20 07:26:27.624990
u000012,c008709,1.0,2025-05-21 07:12:09.459060
u000012,c008628,1.0,2025-06-25 21:09:08.283565
u000012,c008691,1.0,2025-07-03 01:27:32.298884
u000012,c009344,1.0,2025-08-02 02:27:28.693598
u000012,c001078,1.0,2025-08-27 11:15:58.613120
u000012,c008636,1.0,2025-09-12 14:11:01.500946
u000013,c009235,1.0,2024-12-08 21:07:29.326599
u000013,c009493,1.0,2024-12-19 14:37:15.981207
u000013,c009435,1.0,2024-12-20 13:39:36.373952
u000013,c009325,1.0,2025-05-05 12:03:21.733368
u000013,c009234,1.0,2025-05-16 15:02:53.599563
u000013,c009208,1.0,2025-06-13 17:13:56.698838
u000013,c008554,1.0,2025-07-04 23:40:34.484019
u000013,c009209,1.0,2025-08-12 16:45:45.954229
u000013,c008490,1.0,2025-08-25 14:10:39.306906
u000013,c008769,1.0,2025-10-12 18:25:23.855704
u000014,c008978,1.0,2024-11-11 08:33:55.429164
u000014,c009005,1.0,2024-12-20 02:39:58.338098
u000014,c009629,1.0,2024-12-21 08:49:39.974957
u000014,c009359,1.0,2025-04-21 16:37:09.171622
u000014,c008602,1.0,2025-06-09 13:56:02.214010
u000014,c008917,1.0,2025-06-27 09:33:39.932528
u000014,c009653,1.0,2025-07-15 06:59:52.896946
u000014,c009090,1.0,2025-09-04 03:17:36.912068
u000014,c009567,1.0,2025-09-13 07:28:08.033942
u000014,c008577,1.0,2025-10-20 01:15:32.724862
u000015,c008631,1.0,2024-11-17 10:49:46.260037
u000015,c008340,1.0,2024-11-20 01:34:45.165142
u000015,c009190,1.0,2024-12-29 01:39:55.782236
u000015,c007966,1.0,2025-01-18 05:03:46.436367
u000015,c008968,1.0,2025-02-02 18:26:51.565367
u000015,c009002,1.0,2025-07-04 09:42:38.351213
u000015,c008565,1.0,2025-08-17 09:16:51.704651
u000015,c006417,1.0,2025-10-05 05:59:05.057781
u000016,c006128,1.0,2025-07-19 16:19:54.970531
u000016,c007617,1.0,2025-08-15 16:27:48.401137
u000016,c006009,1.0,2025-08-26 05:14:14.015425
u000016,c006918,1.0,2025-10-11 12:16:54.612894
u000017,c006401,1.0,2024-12-20 09:08:21.833153
u000017,c008902,1.0,2024-12-25 19:27:45.543929
u000017,c008828,1.0,2024-12-31 01:07:09.913100
u000017,c008771,1.0,2025-02-16 08:44:08.338739
u000017,c007098,1.0,2025-02-24 20:33:19.185965
u000017,c009063,1.0,2025-04-03 08:08:06.473382
u000017,c007650,1.0,2025-04-28 22:30:42.979945
u000017,c006368,1.0,2025-05-11 09:57:49.886644
u000017,c006640,1.0,2025-06-05 20:13:28.844688
u000017,c007276,1.0,2025-07-01 20:04:34.710797
u000017,c006336,1.0,2025-07-20 06:49:52.115542
u000017,c007269,1.0,2025-10-16 04:24:03.231139
u000017,c006086,1.0,2025-10-18 03:58:05.094389
u000018,c008596,1.0,2024-11-20 00:40:40.860752
u000018,c008779,1.0,2025-01-28 04:59:14.618669
u000018,c008628,1.0,2025-04-08 13:58:41.719512
u000018,c009398,1.0,2025-04-28 22:11:45.968625
u000019,c008664,1.0,2024-11-12 05:24:56.081491
u000019,c008764,1.0,2024-11-27 03:34:07.754556
u000019,c008953,1.0,2024-12-03 04:01:55.189073
u000019,c008800,1.0,2024-12-19 03:41:55.585618
u000019,c009364,1.0,2025-01-09 00:13:30.750543
u000019,c008821,1.0,2025-02-17 06:57:00.176892
u000019,c008794,1.0,2025-03-01 10:29:59.237057
u000019,c008804,1.0,2025-03-08 19:46:22.884238
u000019,c008016,1.0,2025-08-04 22:46:50.711223
u000019,c009407,1.0,2025-09-10 04:39:15.830322
u000020,c007936,1.0,2024-12-28 13:10:25.868886
u000020,c009233,1.0,2025-01-05 15:15:19.058071
u000020,c008566,1.0,2025-01-06 10:08:16.912335
u000020,c008024,1.0,2025-05-28 19:05:09.809286
u000020,c008963,1.0,2025-09-08 02:49:10.033773
u000020,c008144,1.0,2025-09-09 03:02:40.960067
u000020,c009546,1.0,2025-11-02 21:35:56.299611
u000020,c008327,1.0,2025-11-03 08:00:41.933174
u000021,c009174,1.0,2024-11-28 01:49:27.006549
u000021,c009371,1.0,2025-03-10 09:40:21.584245
u000021,c009177,1.0,2025-03-20 16:16:59.954216
u000021,c009305,1.0,2025-05-02 00:07:44.557790
u000021,c009012,1.0,2025-05-22 19:03:15.125393
u000021,c008553,1.0,2025-08-12 07:49:27.535412
u000021,c008849,1.0,2025-08-14 09:58:17.588172
u000021,c000317,1.0,2025-09-11 02:25:43.674966
u000021,c008940,1.0,2025-09-13 20:26:59.267346
u000022,c009510,1.0,2024-11-09 12:52:06.620638
u000022,c008890,1.0,2025-02-16 08:16:03.080744
u000022,c008720,1.0,2025-02-27 02:48:03.970843
u000022,c009332,1.0,2025-04-19 11:05:24.230890
u000022,c009553,1.0,2025-06-13 07:27:14.639946
u000022,c008596,1.0,2025-06-26 04:37:01.490493
u000022,c009398,1.0,2025-07-21 11:22:01.301261
u000023,c009567,1.0,2025-07-27 22:05:25.302691
u000023,c009307,1.0,2025-08-19 07:09:32.991380
u000023,c009085,1.0,2025-10-24 10:31:27.072834
u000024,c009574,1.0,2024-12-07 19:48:38.498607
u000024,c008607,1.0,2025-04-06 02:11:58.732173
u000024,c008672,1.0,2025-05-28 14:38:18.417886
u000024,c008532,1.0,2025-08-23 13:26:58.227040
u000024,c008777,1.0,2025-08-26 14:50:15.369363
u000024,c008643,1.0,2025-09-03 02:37:18.272692
u000024,c009290,1.0,2025-10-10 09:10:49.704427
u000024,c006484,1.0,2025-10-29 19:20:47.779054
u000025,c006678,1.0,2024-12-07 19:44:36.268192
u000025,c009415,1.0,2024-12-26 19:20:53.750923
u000025,c006365,1.0,2025-01-14 08:06:52.280625
u000025,c007155,1.0,2025-02-23 00:55:31.756885
u000025,c009244,1.0,2025-03-11 16:04:25.860957
u000025,c006898,1.0,2025-04-04 18:21:55.297857
u000025,c008481,1.0,2025-06-04 16:40:19.099573
u000025,c009352,1.0,2025-07-20 16:30:41.462146
u000025,c009210,1.0,2025-07-26 19:18:46.087005
u000025,c009375,1.0,2025-08-28 13:53:41.053049
u000025,c006072,1.0,2025-09-26 11:02:17.207633
u000025,c007975,1.0,2025-11-05 23:35:41.982104
u000025,c006598,1.0,2025-11-06 09:47:08.845406
u000026,c008808,1.0,2025-01-31 16:14:40.604929
u000026,c008721,1.0,2025-02-24 03:23:29.408193
u000026,c008968,1.0,2025-03-05 14:47:46.276555
u000026,c009199,1.0,2025-05-19 03:34:56.182451
u000026,c009083,1.0,2025-06-10 11:43:05.755730
u000026,c009164,1.0,2025-07-03 08:55:16.822304
u000026,c009080,1.0,2025-08-04 19:29:56.779826
u000026,c008989,1.0,2025-10-04 16:12:05.914623
u000027,c009012,1.0,2024-12-14 01:23:12.072052
u000027,c007733,1.0,2025-01-13 10:57:53.749437
u000027,c007319,1.0,2025-05-31 01:24:34.186129
u000027,c007966,1.0,2025-08-21 08:04:51.002309
u000027,c007622,1.0,2025-08-31 05:01:35.869147
u000027,c007199,1.0,2025-10-02 07:09:59.900279
u000028,c008528,1.0,2024-11-07 07:35:43.786357
u000028,c009572,1.0,2024-11-07 11:20:30.004214
u000028,c009462,1.0,2024-12-17 18:31:49.146796
u000028,c009455,1.0,2025-02-25 02:56:26.920142
u000028,c009258,1.0,2025-03-30 17:20:08.436069
u000028,c009478,1.0,2025-04-07 22:17:39.315450
u000028,c009238,1.0,2025-05-11 08:20:23.659896
u000028,c009375,1.0,2025-09-17 18:36:41.209113
u000029,c009227,1.0,2024-11-08 14:19:42.493850
u000029,c009026,1.0,2025-01-05 06:25:36.504787
u000029,c008987,1.0,2025-02-07 16:08:31.150652
u000029,c008634,1.0,2025-04-21 17:50:27.448879
u000029,c008675,1.0,2025-06-10 06:54:19.517894
u000029,c008525,1.0,2025-06-15 02:47:31.518837
u000029,c009090,1.0,2025-06-20 20:16:37.436542
u000029,c008753,1.0,2025-08-15 23:43:31.399215
u000029,c009491,1.0,2025-09-12 21:50:50.591300
u000029,c009050,1.0,2025-09-14 08:18:37.196802
u000029,c006924,1.0,2025-09-15 02:53:59.188889
u000029,c009642,1.0,2025-10-08 05:25:35.447928
u000030,c009391,1.0,2024-11-13 11:52:48.839864
u000030,c009640,1.0,2024-11-25 07:20:47.071769
u000030,c006005,1.0,2025-01-30 06:48:41.026546
u000030,c008712,1.0,2025-02-07 10:53:41.805915
u000030,c009135,1.0,2025-02-14 13:54:49.198153
u000030,c008465,1.0,2025-02-22 10:50:57.699823
u000030,c008070,1.0,2025-05-21 13:54:34.154861
u000030,c008487,1.0,2025-06-11 21:12:22.040963
u000030,c008990,1.0,2025-06-12 07:14:47.525470
u000030,c008808,1.0,2025-06-21 19:41:31.380670
u000030,c008015,1.0,2025-07-07 02:06:51.254462
u000030,c008811,1.0,2025-09-08 02:18:05.823889
u000030,c008968,1.0,2025-09-21 20:03:25.596875
u000030,c008503,1.0,2025-09-24 04:55:31.071808
u000031,c008935,1.0,2024-11-11 10:01:47.997735
u000031,c008823,1.0,2025-04-08 21:37:11.951821
u000031,c008781,1.0,2025-05-13 16:32:29.051243
u000031,c009569,1.0,2025-08-24 10:00:14.478785
u000032,c008677,1.0,2024-11-15 07:30:03.949717
u000032,c008717,1.0,2024-12-13 07:35:21.006722
u000032,c009210,1.0,2025-01-20 11:18:53.295261
u000032,c009186,1.0,2025-03-03 08:23:40.087460
u000032,c009344,1.0,2025-03-24 12:34:52.566678
u000032,c008758,1.0,2025-03-30 21:45:06.079682
u000032,c009202,1.0,2025-06-06 22:15:38.817500
u000032,c009570,1.0,2025-06-17 01:21:58.167916
u000032,c008594,1.0,2025-07-27 09:58:17.989455
u000032,c008546,1.0,2025-08-05 06:43:59.041016
u000032,c008517,1.0,2025-09-26 19:54:59.773540
u000032,c008595,1.0,2025-10-30 06:48:05.975574
u000033,c008572,1.0,2025-01-05 07:32:53.568469
u000033,c009360,1.0,2025-03-10 18:37:08.383713
u000033,c009057,1.0,2025-07-14 17:33:27.473524
u000033,c009063,1.0,2025-10-21 09:42:13.612546
u000034,c009270,1.0,2024-12-12 06:19:12.625197
u000034,c006453,1.0,2025-01-04 09:07:37.946821
u000034,c006389,1.0,2025-01-06 04:55:15.820692
u000034,c007098,1.0,2025-02-07 07:18:42.567666
u000034,c008989,1.0,2025-02-22 22:02:30.291712
u000034,c006392,1.0,2025-05-23 19:54:21.717983
u000034,c006368,1.0,2025-05-27 16:10:57.267158
u000034,c009568,1.0,2025-06-08 02:37:47.721872
u000034,c008477,1.0,2025-06-19 23:34:40.790363
u000034,c006168,1.0,2025-08-02 04:31:39.553240
u000034,c006978,1.0,2025-09-11 13:58:30.788229
u000034,c009305,1.0,2025-09-13 19:43:41.991198
u000035,c008761,1.0,2024-11-17 20:04:19.122794
u000035,c008963,1.0,2024-12-20 06:49:29.534484
u000035,c008572,1.0,2024-12-22 17:36:33.191043
u000035,c009020,1.0,2025-01-05 13:43:38.342447
u000035,c008477,1.0,2025-01-21 16:23:49.228675
u000035,c009268,1.0,2025-02-07 06:41:27.665790
u000035,c008711,1.0,2025-03-04 05:25:22.346368
u000035,c008837,1.0,2025-04-25 14:19:03.593395
u000035,c009057,1.0,2025-05-01 19:22:59.961296
u000035,c009091,1.0,2025-05-28 05:28:58.312112
u000035,c009103,1.0,2025-06-16 20:00:20.753920
u000035,c009293,1.0,2025-10-07 12:23:09.309975
u000035,c009186,1.0,2025-10-20 10:30:04.965890
u000035,c008628,1.0,2025-10-20 18:52:27.360391
u000036,c008601,1.0,2024-11-21 13:24:59.869726
u000036,c008494,1.0,2025-01-10 13:22:36.694378
u000036,c008475,1.0,2025-03-11 22:57:55.364901
u000036,c009478,1.0,2025-04-19 23:34:34.389079
u000036,c009155,1.0,2025-04-28 10:22:53.291909
u000036,c008031,1.0,2025-05-19 19:58:43.889512
u000036,c008770,1.0,2025-06-13 18:07:30.696376
u000036,c008746,1.0,2025-07-05 17:58:02.159394
u000036,c008638,1.0,2025-07-05 18:21:22.915094
u000036,c009462,1.0,2025-07-12 08:53:52.230887
u000036,c009558,1.0,2025-08-07 11:27:10.693333
u000036,c007391,1.0,2025-09-11 15:49:12.380387
u000036,c008971,1.0,2025-09-28 14:59:09.708961
u000036,c009647,1.0,2025-10-19 15:19:44.607057
u000036,c009524,1.0,2025-11-03 21:01:46.074450
u000037,c008580,1.0,2024-12-22 18:51:48.056477
u000037,c009445,1.0,2025-03-11 19:53:19.623532
u000037,c009321,1.0,2025-04-04 20:14:46.616314
u000037,c008696,1.0,2025-04-16 11:37:58.140234
u000037,c009437,1.0,2025-07-01 01:08:34.153229
u000038,c008568,1.0,2025-02-04 00:01:46.831134
u000038,c008475,1.0,2025-03-04 11:24:11.416661
u000038,c008793,1.0,2025-03-08 19:36:30.841792
u000038,c008580,1.0,2025-04-17 21:44:00.792365
u000038,c008881,1.0,2025-05-04 15:39:15.667113
u000038,c009568,1.0,2025-05-24 15:02:16.333757
u000038,c008999,1.0,2025-06-17 14:23:10.614628
u000038,c007356,1.0,2025-06-25 14:53:15.970603
u000038,c008921,1.0,2025-09-10 16:18:08.452371
u000038,c008588,1.0,2025-09-14 13:41:49.213160
u000038,c009335,1.0,2025-10-05 23:47:56.923600
u000038,c009284,1.0,2025-10-10 01:56:04.143166
u000038,c009413,1.0,2025-10-14 11:36:22.909186
u000039,c008509,1.0,2024-12-19 02:21:44.547251
u000039,c008555,1.0,2024-12-27 08:33:23.482161
u000039,c009548,1.0,2025-03-09 13:17:32.614523
u000039,c009236,1.0,2025-03-29 05:44:31.770157
u000039,c009210,1.0,2025-08-16 11:58:34.906690
u000039,c009184,1.0,2025-08-24 22:59:19.641009
u000039,c008651,1.0,2025-09-09 03:57:24.972547
u000039,c009494,1.0,2025-11-06 08:36:47.592397
u000040,c007050,1.0,2024-12-17 16:33:15.614858
u000040,c009564,1.0,2025-01-10 05:40:32.726916
u000040,c006585,1.0,2025-04-10 10:36:48.693599
u000040,c008988,1.0,2025-05-08 15:30:19.204377
u000040,c007903,1.0,2025-05-27 09:56:01.834028
u000040,c006589,1.0,2025-09-06 17:45:01.456344
u000041,c009126,1.0,2025-03-04 05:32:02.562130
u000041,c008949,1.0,2025-03-15 20:01:55.478660
u000041,c009428,1.0,2025-04-07 22:47:16.841167
u000041,c009647,1.0,2025-08-21 06:58:38.677360
u000041,c009541,1.0,2025-09-02 14:46:32.013131
u000041,c009278,1.0,2025-09-06 14:09:56.621074
u000042,c009210,1.0,2024-11-19 13:58:40.141408
u000042,c008676,1.0,2024-12-30 11:19:12.668309
u000042,c008681,1.0,2025-01-07 04:28:52.687733
u000042,c008677,1.0,2025-07-02 22:34:13.804488
u000042,c009336,1.0,2025-09-03 07:23:21.009018
u000042,c009570,1.0,2025-09-17 01:24:37.431078
u000043,c008582,1.0,2024-12-26 22:45:52.152666
u000043,c009213,1.0,2025-01-09 20:49:45.512192
u000043,c008470,1.0,2025-03-30 06:45:25.547300
u000043,c008472,1.0,2025-04-01 07:42:42.804864
u000043,c008676,1.0,2025-04-19 15:39:51.666080
u000043,c009212,1.0,2025-07-03 09:48:09.870056
u000043,c008603,1.0,2025-09-03 07:12:59.919819
u000043,c008681,1.0,2025-11-03 08:35:48.318301
u000044,c007276,1.0,2024-11-16 13:36:54.323936
u000044,c007751,1.0,2024-11-24 22:03:21.276018
u000044,c007645,1.0,2025-05-03 07:50:11.223805
u000044,c008987,1.0,2025-06-14 10:26:45.283634
u000044,c009540,1.0,2025-07-24 05:03:39.416658
u000045,c008720,1.0,2024-11-27 00:57:45.561012
u000045,c009216,1.0,2024-12-13 01:24:32.151785
u000045,c009602,1.0,2024-12-26 00:41:45.624964
u000045,c009510,1.0,2025-01-10 03:45:55.329703
u000045,c008691,1.0,2025-01-21 09:59:01.921415
u000045,c008578,1.0,2025-01-24 00:14:32.363504
u000045,c008651,1.0,2025-03-03 19:28:24.139626
u000045,c009398,1.0,2025-03-17 07:21:06.373742
u000045,c009464,1.0,2025-03-18 13:02:23.865021
u000045,c008615,1.0,2025-04-10 03:56:38.431785
u000045,c008928,1.0,2025-09-16 20:51:47.490782
u000046,c008780,1.0,2025-05-17 21:05:02.702859
u000046,c008063,1.0,2025-08-09 04:12:44.422062
u000046,c009386,1.0,2025-09-02 02:19:10.080375
u000046,c007883,1.0,2025-09-13 23:39:46.705230
u000046,c007800,1.0,2025-11-05 15:41:10.469449
u000047,c009031,1.0,2025-03-17 18:46:03.080605
u000047,c009375,1.0,2025-03-29 18:15:48.993460
u000047,c008816,1.0,2025-04-05 00:44:15.411618
u000047,c009093,1.0,2025-04-13 08:54:01.227265
u000047,c008562,1.0,2025-06-09 23:20:05.581977
u000047,c008839,1.0,2025-06-25 23:10:50.535097
u000047,c008811,1.0,2025-10-11 03:17:37.456978
u000047,c008894,1.0,2025-10-13 07:56:36.012484
u000048,c008496,1.0,2024-12-11 09:50:17.658494
u000048,c009416,1.0,2025-01-06 11:30:09.102788
u000048,c008463,1.0,2025-03-25 01:16:00.075465
u000048,c008648,1.0,2025-07-28 19:16:14.791438
u000049,c007585,1.0,2024-12-13 18:29:01.975926
u000049,c007328,1.0,2025-01-14 08:15:04.583619
u000049,c007655,1.0,2025-03-21 21:51:24.951410
u000049,c007329,1.0,2025-03-23 13:05:52.626835
u000049,c007772,1.0,2025-04-08 07:08:19.940119
u000049,c007467,1.0,2025-04-10 23:36:47.833347
u000049,c007578,1.0,2025-05-01 17:02:33.282738
u000049,c007485,1.0,2025-05-31 20:52:25.494788
u000049,c008808,1.0,2025-06-11 18:37:21.614476
u000049,c008507,1.0,2025-06-16 11:57:57.599042
u000049,c007457,1.0,2025-08-29 20:49:44.012019
u000049,c007709,1.0,2025-09-15 04:13:07.876988
u000049,c008968,1.0,2025-09-23 09:21:55.110918
u000049,c007402,1.0,2025-10-24 13:45:14.038819
u000049,c007313,1.0,2025-10-31 08:22:40.455661
u000050,c007966,1.0,2025-01-05 12:06:18.582894
u000050,c009184,1.0,2025-03-24 08:59:01.599323
u000050,c008594,1.0,2025-07-08 19:22:16.168697
u000050,c009207,1.0,2025-07-16 18:18:15.732407
u000051,c008989,1.0,2024-11-21 14:41:28.007747
u000051,c008889,1.0,2024-11-23 07:59:56.547669
u000051,c009539,1.0,2025-02-25 00:15:14.763135
u000051,c008863,1.0,2025-05-20 23:53:47.219640
u000051,c008639,1.0,2025-07-22 11:34:32.233441
u000051,c008965,1.0,2025-10-02 10:58:43.868797
u000051,c009270,1.0,2025-10-14 11:03:03.608002
u000051,c009199,1.0,2025-10-22 19:04:18.466032
u000051,c008751,1.0,2025-11-04 12:13:49.873651
u000052,c009049,1.0,2024-12-23 04:44:48.185139
u000052,c009190,1.0,2025-07-23 05:30:22.980825
u000052,c006346,1.0,2025-08-24 07:54:06.118087
u000052,c007093,1.0,2025-09-05 19:45:42.760940
u000052,c009364,1.0,2025-09-10 06:04:07.143361
u000052,c009227,1.0,2025-09-19 10:22:06.612226
u000052,c009001,1.0,2025-10-17 04:49:23.756879
u000052,c009250,1.0,2025-10-29 01:39:22.760023
u000053,c009286,1.0,2024-11-19 16:56:07.701149
u000053,c008968,1.0,2025-01-03 08:41:54.018769
u000053,c008675,1.0,2025-01-20 23:46:30.919439
u000053,c008763,1.0,2025-04-18 16:23:32.678113
u000053,c008656,1.0,2025-06-18 07:50:59.654000
u000053,c009525,1.0,2025-10-12 13:35:23.957724
u000054,c007445,1.0,2025-01-19 13:09:03.573739
u000054,c007514,1.0,2025-06-20 08:37:28.945613
u000054,c007446,1.0,2025-06-23 08:27:44.587043
u000054,c007565,1.0,2025-08-26 01:54:22.988552
u000054,c007376,1.0,2025-09-18 06:37:56.972403
u000054,c008761,1.0,2025-10-19 04:39:34.149515
u000055,c008763,1.0,2025-01-29 07:43:45.652533
u000055,c008888,1.0,2025-04-14 13:17:21.302351
u000055,c008482,1.0,2025-07-03 06:45:17.213061
u000055,c008829,1.0,2025-07-10 10:59:22.581764
u000055,c009293,1.0,2025-07-28 08:41:50.125693
u000056,c008649,1.0,2024-12-24 17:42:47.342390
u000056,c009553,1.0,2025-01-18 08:23:12.340104
u000056,c008478,1.0,2025-01-24 12:31:52.719186
u000056,c008651,1.0,2025-02-14 08:39:05.709489
u000056,c009398,1.0,2025-03-22 05:59:08.899119
u000056,c009091,1.0,2025-04-11 00:30:36.547307
u000056,c009492,1.0,2025-04-23 15:50:55.597989
u000056,c009020,1.0,2025-05-10 11:16:18.284708
u000056,c008615,1.0,2025-06-23 15:46:50.584064
u000056,c009103,1.0,2025-08-02 17:10:26.991479
u000056,c008945,1.0,2025-08-05 20:46:46.312923
u000056,c009251,1.0,2025-08-06 14:52:38.345838
u000056,c009510,1.0,2025-08-30 06:59:27.630976
u000056,c008779,1.0,2025-09-29 10:15:35.127244
u000057,c008767,1.0,2025-01-10 05:40:07.384893
u000057,c009179,1.0,2025-02-02 17:47:26.780794
u000057,c007271,1.0,2025-02-02 19:18:55.470223
u000057,c007206,1.0,2025-03-18 13:29:39.791844
u000057,c007187,1.0,2025-03-29 23:14:22.793874
u000057,c008653,1.0,2025-04-19 11:22:54.534649
u000057,c008596,1.0,2025-04-26 11:57:30.362400
u000057,c009158,1.0,2025-08-08 06:23:34.373283
u000057,c009465,1.0,2025-08-31 08:50:03.089336
u000057,c009556,1.0,2025-09-02 08:52:26.085112
u000058,c007887,1.0,2025-06-18 19:11:53.789421
u000058,c007910,1.0,2025-09-19 09:13:22.842050
u000058,c008098,1.0,2025-09-27 15:15:43.183782
u000058,c008327,1.0,2025-10-04 12:12:07.590360
u000058,c008348,1.0,2025-11-06 10:32:29.369935
u000059,c009273,1.0,2024-11-28 00:23:42.312335
u000059,c008996,1.0,2025-01-07 20:14:29.899877
u000059,c009644,1.0,2025-01-17 02:37:08.795342
u000059,c006483,1.0,2025-02-23 00:22:43.072962
u000059,c009049,1.0,2025-03-12 15:50:52.924011
u000059,c009001,1.0,2025-05-29 04:07:46.120394
u000059,c008632,1.0,2025-06-16 03:58:35.748386
u000059,c008987,1.0,2025-10-15 12:43:43.577254
u000059,c009227,1.0,2025-10-19 08:36:18.468601
u000060,c009600,1.0,2024-11-08 10:30:44.868437
u000060,c008577,1.0,2025-01-23 15:19:49.058188
